"SRO ID", "@when", "@notBefore", "@notAfter", "Date"
"SRO5491", "1609-02-03", "", "", "3o Februarij"
"SRO5492", "1609-02-04", "", "", "4to Februarij. 1609"
"SRO5493", "1609-02-06", "", "", "6to Februarij"
"SRO5494", "1609-02-06", "", "", "6to Februarij"
"SRO5495", "1609-02-06", "", "", "6to Februarij"
"SRO5496", "1609-02-13", "", "", "13o Februarij"
"SRO5497", "1609-02-17", "", "", "17mo Februarij"
"SRO5498", "1609-02-18", "", "", "18no Februarij 1609"
"SRO5499", "1609-02-20", "", "", "20mo Februarij"
"SRO5500", "1609-02-21", "", "", "21mo Februarij /"
"SRO5501", "1609-02-22", "", "", "22do Februarij"
"SRO5502", "1609-02-27", "", "", "27mo Februarij /."
"SRO5503", "1609-03-03", "", "", "3o Martij"
"SRO5504", "1609-03-03", "", "", "3o Martij"
"SRO5505", "1609-03-10", "", "", "10mo Marcij /. 1609"
"SRO5506", "1609-03-20", "", "", "20mo Marcij /."
"SRO5507", "1609-03-18", "", "", "18mo Marcij"
"SRO5508", "1609-03-22", "", "", "22 marcij"
"SRO5509", "1609-03-22", "", "", "22 marcij"
"SRO5510", "1609-03-30", "", "", "30mo Marcij /."
"SRO5511", "1609-03-30", "", "", "30mo Marcij /."
"SRO5512", "1609-04-03", "", "", "3 Aprilis/. 1609"
"SRO5513", "1609-04-04", "", "", "4o Aprilis"
"SRO5514", "1609-04-07", "", "", "7mo Aprilis"
"SRO5515", "1609-04-10", "", "", "10mo Aprilis /. 1609"
"SRO5516", "1609-04-14", "", "", "14to Aprilis"
"SRO5517", "1609-04-14", "", "", "14to Aprilis"
"SRO5518", "1609-04-14", "", "", "14to Aprilis"
"SRO5519", "1609-04-15", "", "", "15to Aprilis /."
"SRO5520", "1609-04-18", "", "", "18no Aprilis"
"SRO5521", "1609-04-21", "", "", "21 Aprilis 1609"
"SRO5522", "1609-04-21", "", "", "21 Aprilis 1609"
"SRO5523", "1609-04-21", "", "", "21 Aprilis 1609"
"SRO5524", "1609-04-21", "", "", "Die vltimo scripto i.e. 21 Aprilis /."
"SRO5525", "1609-04-24", "", "", "24to Aprilis 1609"
"SRO5526", "1609-04-24", "", "", "24to Aprilis 1609"
"SRO5527", "1609-04-24", "", "", "24to Aprilis 1609"
"SRO5528", "1609-04-25", "", "", "25to Aprilis"
"SRO5529", "1609-04-29", "", "", ".29no Aprilis/."
"SRO5530", "1609-05-02", "", "", "2do Maij /."
"SRO5531", "1609-05-02", "", "", "2do Maij"
"SRO5532", "1609-05-03", "", "", "3o Maij 1609"
"SRO5533", "1609-05-03", "", "", "3o Maij 1609"
"SRO5534", "1609-05-04", "", "", "4to Maij"
"SRO5535", "1609-05-08", "", "", "8no Maij."
"SRO5536", "1609-05-09", "", "", "9no Maij"
"SRO5537", "1609-05-10", "", "", "10 Maij"
"SRO5538", "1609-05-11", "", "", "11mo Maij"
"SRO5539", "1609-05-15", "", "", "15to Maij. 1609"
"SRO5540", "1609-05-18", "", "", "18no Maij"
"SRO5541", "1609-05-19", "", "", ".19. Maij"
"SRO5542", "1609-05-19", "", "", "19 maij"
"SRO5543", "1609-05-20", "", "", "20 Maij"
"SRO5544", "1609-05-22", "", "", "22do Maij 1609"
"SRO5545", "1609-05-25", "", "", "25to Maij"
"SRO5546", "1609-05-29", "", "", "29no. Maij"
"SRO5547", "1609-05-29", "", "", "29no. Maij"
"SRO5548", "1609-05-29", "", "", "29no. Maij"
"SRO5549", "1609-05-30", "", "", "30mo Maij"
"SRO5550", "1609-06-02", "", "", "2 Junij 1609"
"SRO5551", "1609-06-02", "", "", "2 Junij 1609"
"SRO5552", "1609-06-02", "", "", "2 Junij 1609"
"SRO5553", "1609-06-12", "", "", "12 Junij"
"SRO5554", "1609-06-12", "", "", "12 Junij"
"SRO5555", "1609-06-13", "", "", ".13. Junij"
"SRO5556", "1609-06-15", "", "", "15. Junij 1609"
"SRO5557", "1609-06-16", "", "", "16. Junij"
"SRO5558", "1609-06-16", "", "", "16. Junij"
"SRO5559", "1609-06-16", "", "", ".16. Junij"
"SRO5560", "1609-06-17", "", "", "17mo Junij"
"SRO5561", "1609-06-19", "", "", "19no Junij 1609"
"SRO5562", "1609-06-19", "", "", "19no Junij"
"SRO5563", "1609-06-20", "", "", "20mo Junij /. 1609"
"SRO5564", "1609-07-03", "", "", "3o Julij"
"SRO5565", "1609-07-03", "", "", "3o Julij"
"SRO5566", "1609-07-04", "", "", "4to Julij"
"SRO5567", "1609-07-07", "", "", "7mo Julij"
"SRO5568", "1609-07-08", "", "", "8no Julij /. 1609"
"SRO5569", "1609-07-08", "", "", "8no Julij /. 1609"
"SRO5570", "1609-07-20", "", "", "20 Julij"
"SRO5571", "1609-07-26", "", "", "26to Julij"
"SRO5572", "1609-08-01", "", "", "1mo Augusti"
"SRO5573", "1609-08-07", "", "", "7mo Augusti"
"SRO5574", "1609-08-09", "", "", "9no Augusti 1609"
"SRO5575", "1609-08-02", "", "", "2jmo Augusti"
"SRO5576", "1609-08-02", "", "", "2jmo Augusti"
"SRO5577", "1609-08-25", "", "", "25to Augusti"
"SRO5578", "1609-08-26", "", "", "26to Augusti"
"SRO5579", "1609-08", "", "", "Vltimo Augusti."
"SRO5580", "1609-09-01", "", "", "1mo Septembris"
"SRO5581", "1609-09-12", "", "", "12do 12 Septembris 1609"
"SRO5582", "1609-09-21", "", "", "21mo Septembris"
"SRO5583", "1609-09-22", "", "", "22do Septembris"
"SRO5584", "1609-09-25", "", "", "25to Septembris"
"SRO5585", "1609-10-02", "", "", "2do Octobris"
"SRO5586", "1609-10-06", "", "", "6to Octobris"
"SRO5587", "1609-10-10", "", "", "10mo Octobris"
"SRO5588", "1609-10-12", "", "", "12 octobris 1609"
"SRO5589", "1609-10-12", "", "", "12 octobris 1609"
"SRO5590", "1609-10-12", "", "", "12 octobris 1609"
"SRO5591", "1609-10-16", "", "", "16. octobris"
"SRO5592", "1609-10-16", "", "", "14. octobris"
"SRO5593", "1609-10-16", "", "", "16. octobris 1609"
"SRO5595", "1609-10-16", "", "", "16. octobris 1609"
"SRO5596", "1609-10-16", "", "", "16 octobris 1609"
"SRO5597", "1609-10-16", "", "", "16 Octobris"
"SRO5598", "1609-10-19", "", "", "19 octobris"
"SRO5599", "1609-10-24", "", "", "24 octobris 1609"
"SRO5600", "1609-10-25", "", "", "25. octobris"
"SRO5601", "1609-10-26", "", "", "26. octobris"
"SRO5602", "1608-10-31", "", "", "vltimo octobris"
"SRO5603", "1609-11-10", "", "", "10mo novembris /. 1609"
"SRO5604", "1609-11-10", "", "", "10mo novembris /. 1609"
"SRO5605", "1609-11-11", "", "", "11mo Novembris"
"SRO5606", "1609-11-13", "", "", "13o Novembris"
"SRO5607", "1609-11-13", "", "", "13o Nouembris"
"SRO5608", "1609-11-13", "", "", "13o Nouembris"
"SRO5609", "1609-11-14", "", "", "14to Nouembris 1609"
"SRO5610", "1609-11-16", "", "", "16to Nouembris"
"SRO5611", "1609-11-22", "", "", "22do Nouembris"
"SRO5612", "1609-11-24", "", "", "24to Novembris"
"SRO5613", "1609-11-27", "", "", "27 novembris"
"SRO5614", "1609-12-02", "", "", "2do Decembris"
"SRO5615", "1609-12-05", "", "", "5to Decembris 1609"
"SRO5616", "1609-12-05", "", "", "5to Decembris 1609"
"SRO5617", "1609-12-14", "", "", "14to Decembris"
"SRO5618", "1609-12-14", "", "", "14to Decembris"
"SRO5619", "1609-12-18", "", "", "18 Decembris"
"SRO5620", "1609-12-18", "", "", "18 Decembris"
"SRO5621", "1609-12-18", "", "", "18uo Decembris / 1609"
"SRO5622", "1609-12-18", "", "", "18uo Decembris / 1609"
"SRO5623", "1609-12-22", "", "", "22do Decembris"
"SRO5624", "1610-01-04", "", "", "4to Januarij 1610"
"SRO5625", "1610-01-05", "", "", "5to Januarij"
"SRO5626", "1610-01-16", "", "", "16to Januarij"
"SRO5627", "1610-01-17", "", "", "17mo Januarij"
"SRO5628", "1610-01-19", "", "", "19no Januarij /. 1610"
"SRO5629", "1610-01-22", "", "", "22do Januarij"
"SRO5630", "1610-01-24", "", "", "24to Januarij"
"SRO5631", "1610-01-29", "", "", "29no Januarij"
"SRO5632", "1610-02-08", "", "", "8no Februarij"
"SRO5633", "1610-02-12", "", "", "12mo Februarij 1610"
"SRO5634", "1610-02-21", "", "", "21mo Februarij"
"SRO5635", "1610-03-01", "", "", "1mo Martij"
"SRO5636", "1610-03-07", "", "", "7mo Martij"
"SRO5637", "1610-03-17", "", "", "17mo Martij 1610"
"SRO5638", "1610-03-19", "", "", "19no Martij"
"SRO5639", "1610-03-20", "", "", "20mo Martij"
"SRO5640", "1610-03-21", "", "", "21mo Martij"
"SRO5641", "1610-03-23", "", "", "23o Martij"
"SRO5642", "1610-03-26", "", "", "26to Martij"
"SRO5643", "1610-03-26", "", "", "26to Martij"
"SRO5644", "1610-03-27", "", "", "27mo Martij /. 1610"
"SRO5645", "1610-03-29", "", "", "29no Martij"
"SRO5646", "1610-03-31", "", "", "31mo Martij"
"SRO5647", "1610-03-31", "", "", "31mo Martij"
"SRO5648", "1610-04-02", "", "", "2do Aprilis"
"SRO5649", "1610-04-04", "", "", "4to Aprilis /. 1610"
"SRO5650", "1610-04-10", "", "", "10mo Aprilis /."
"SRO5651", "1610-04-16", "", "", "16to Aprilis"
"SRO5652", "1610-04-19", "", "", "19no Aprilis"
"SRO5653", "1610-04-24", "", "", "/ 24to Aprilis /."
"SRO5654", "1610-04-27", "", "", "27mo Aprilis"
"SRO5655", "1610-04-27", "", "", "27mo Aprilis / 1610"
"SRO5656", "1610-04-30", "", "", "30mo Aprilis /"
"SRO5657", "1610-05-01", "", "", "1mo Maij"
"SRO5658", "1610-05-08", "", "", "8no Maij"
"SRO5659", "1610-05-08", "", "", "8no Maij"
"SRO5660", "1610-05-08", "", "", "Eodem Octauo Maij"
"SRO5661", "1610-05-10", "", "", "10 Maij 1610"
"SRO5662", "1610-05-14", "", "", "14to Maij"
"SRO5663", "1610-05-15", "", "", "15to Maij"
"SRO5664", "1610-05-17", "", "", "17mo Maij"
"SRO5665", "1610-05-25", "", "", "25to Maij"
"SRO5666", "1610-05-22", "", "", "22do Maij"
"SRO5667", "1610-05-22", "", "", "22do Maij"
"SRO5668", "1610-05-30", "", "", "30mo Maij 1610"
"SRO5669", "1610-05-30", "", "", "30mo Maij 1610"
"SRO5670", "1610-05-30", "", "", "30mo Maij 1610"
"SRO5671", "1610-05-30", "", "", "Eodem 30mo Maij"
"SRO5672", "1610-06-01", "", "", "primo Junij /."
"SRO5673", "1610-06-01", "", "", "primo Junij /."
"SRO5674", "1610-06-04", "", "", "4to Junij. 1610"
"SRO5675", "1610-06-05", "", "", "5to Junij"
"SRO5676", "1610-06-05", "", "", "5to Junij"
"SRO5677", "1610-06-07", "", "", "7mo Junij /."
"SRO5678", "1610-06-11", "", "", "11mo Junij 1610"
"SRO5679", "1610-06-11", "", "", "Eodem 11mo Junij"
"SRO5680", "1610-06-12", "", "", "12mo Junij"
"SRO5681", "1610-06-14", "", "", "14to Junij"
"SRO5682", "1610-06-15", "", "", "15to Junij"
"SRO5683", "1610-06-18", "", "", "18no Junij 1610"
"SRO5684", "1610-06-23", "", "", "23o Junij"
"SRO5685", "1610-06-25", "", "", "25to Junij"
"SRO5686", "1610-06-25", "", "", "25to Junij"
"SRO5687", "1610-06-25", "", "", "Eodem 25to Junij /"
"SRO5688", "1610-06-26", "", "", "26to Junij 1610"
"SRO5689", "1610-06-26", "", "", "26to Junij 1610"
"SRO5690", "1610-06-30", "", "", "vltimo Junij /."
"SRO5691", "1610-07-02", "", "", "2do Julij"
"SRO5693", "1610-07-04", "", "", "4to Julij. /"
"SRO5694", "1610-07-11", "", "", "11mo Julij / 1610"
"SRO5695", "1610-07-11", "", "", "11mo Julij"
"SRO5696", "1610-07-20", "", "", "20mo Julij"
"SRO5697", "1610-07-21", "", "", "21mo Julij"
"SRO5698", "1610-07-17", "", "", "17mo Julij"
"SRO5699", "1610-07-23", "", "", "23o Julij"
"SRO5700", "1610-07-24", "", "", "24to Julij 1610"
"SRO5701", "1610-07-24", "", "", "Eodem 24to Julij"
"SRO5702", "1610-08-07", "", "", "7mo Augusti 1610."
"SRO5703", "1610-08-13", "", "", "13o Augusti"
"SRO5704", "1610-08-14", "", "", "14to Augusti /."
"SRO5705", "1610-08-22", "", "", "22do Augusti /. 1610"
"SRO5706", "1610-08-31", "", "", "Vltimo Augusti /."
"SRO5707", "1610-09-07", "", "", "7mo Septembris"
"SRO5708", "1610-09-13", "", "", "13o Septembris"
"SRO5709", "1610-09-14", "", "", "14to Septembris"
"SRO5710", "1610-09-15", "", "", "15to Septembris 1610"
"SRO5711", "1610-09-19", "", "", "19no Septembris"
"SRO5712", "1610-09-19", "", "", "Eodem 19no Septembris"
"SRO5713", "1610-09-20", "", "", "20mo Septembris"
"SRO5714", "1610-09-27", "", "", "27mo Septembris 1610"
"SRO5715", "1610-10-01", "", "", "primo Octobris die Lunae. quarter day"
"SRO5716", "1610-10-01", "", "", "Eodem primo Octobris"
"SRO5717", "1610-10-02", "", "", "2do Octobris. 1610"
"SRO5718", "1610-10-03", "", "", "3o Octobris"
"SRO5719", "1610-10-03", "", "", "3o Octobris"
"SRO5720", "1610-10-03", "", "", "3o Octobris"
"SRO5721", "1610-10-04", "", "", "4to Octobris"
"SRO5722", "1610-10-04", "", "", "4to Octobris"
"SRO5723", "1610-10-04", "", "", "4to Octobris"
"SRO5724", "1610-10-08", "", "", "8uo. Octobris"
"SRO5725", "1610-10-11", "", "", "11mo Octobris /. 1610"
"SRO5726", "1610-10-13", "", "", "13o Octobris"
"SRO5727", "1610-10-19", "", "", "19no Octobris"
"SRO5728", "1610-10-20", "", "", "20mo Octobris"
"SRO5729", "1610-10-25", "", "", "25to Octobris"
"SRO5730", "1610-10-31", "", "", "Vltimo Octobris 1610"
"SRO5731", "1610-11-02", "", "", "2do Nouembris"
"SRO5732", "1610-11-07", "", "", "7mo Nouembris"
"SRO5733", "1610-11-07", "", "", "Eodem 7mo Nouembris."
"SRO5734", "1610-11-08", "", "", "8uo Nouembris"
"SRO5735", "1610-11-08", "", "", "Eodem 8uo Nouembris 1610"
"SRO5736", "1610-11-09", "", "", "9no Nouembris"
"SRO5737", "1610-11-09", "", "", "9no Nouembris"
"SRO5738", "1610-11-09", "", "", "Eodem 9no Nouembris"
"SRO5739", "1610-11-09", "", "", "Eodem 9no Nouembris"
"SRO5740", "1610-11-14", "", "", "14to Nouembris"
"SRO5741", "1610-11-19", "", "", "19no Novembris."
"SRO5742", "1610-11-22", "", "", "22do Novembris 1610"
"SRO5743", "1610-11-22", "", "", "Eodem: 22do. Novembris"
"SRO5744", "1610-11-24", "", "", "24to Novembris"
"SRO5745", "1610-11-26", "", "", "26to Novembris."
"SRO5746", "1610-11-26", "", "", "Eodem 26to Novembris"
"SRO5747", "1610-11-28", "", "", "28no Novembris"
"SRO5748", "1610-11-29", "", "", "29uo Novembris /"
"SRO5749", "1610-12-03", "", "", "3o Decembris"
"SRO5750", "1610-12-08", "", "", "8no Decembris 1610"
"SRO5751", "1610-12-11", "", "", "11mo Decembris"
"SRO5752", "1610-12-22", "", "", "22do Decembris"
"SRO5753", "1611-01-12", "", "", "12mo Januarij"
"SRO5754", "1611-01-18", "", "", "18no Januarij. 1611"
"SRO5755", "1611-01-19", "", "", "19no Januarij"
"SRO5756", "1611-01-22", "", "", "22do. Januarij"
"SRO5757", "1611-01-24", "", "", "24to Januarij"
"SRO5758", "1611-01-25", "", "", "25to Januarij"
"SRO5759", "1611-01-30", "", "", "30mo Januarij"
"SRO5760", "1611-02-04", "", "", "4to Februarij"
"SRO5761", "1611-02-07", "", "", "7mo Februarij"
"SRO5762", "1611-02-12", "", "", "12mo Februarij"
"SRO5763", "1611-02-16", "", "", "16to Februarij /."
"SRO5764", "1611-02-18", "", "", "18uo Februarij"
"SRO5765", "1611-02-18", "", "", "18uo Februarij"
"SRO5766", "1611-02-19", "", "", "19no. Februarij"
"SRO5767", "1611-02-19", "", "", "19no. Februarij"
"SRO5768", "1611-02-23", "", "", "23o Februarij 1611"
"SRO5769", "1611-03-01", "", "", "Primo Martij"
"SRO5770", "1611-03-05", "", "", "5to Marcij."
"SRO5771", "1611-03-14", "", "", "14to Marcij1611"
"SRO5774", "1611-03-16", "", "", "16to Marcij 1611:."
"SRO5775", "1611-03-16", "", "", "eodem 16to Marcij"
"SRO5776", "1611-03-16", "", "", "eodem 16to Marcij"
"SRO5777", "1611-03-19", "", "", "19no Marcij /."
"SRO5778", "1611-03-19", "", "", "eodem: 19no Marcij"
"SRO5779", "1611-03-30", "", "", "30mo Marcij 1611 9no Regis"
"SRO5780", "1611-04-01", "", "", "Primo Aprilis"
"SRO5781", "1611-04-01", "", "", "eodem 1mo Aprilis."
"SRO5782", "1611-04-08", "", "", "8uo Aprilis /."
"SRO5783", "1611-04-08", "", "", "8uo Aprilis /."
"SRO5784", "1611-04-08", "", "", "8uo Aprilis /."
"SRO5785", "1611-04-09", "", "", "9no Aprilis 1611"
"SRO5786", "1611-04-11", "", "", "11mo Aprilis"
"SRO5787", "1611-04-15", "", "", "15to Aprilis"
"SRO5788", "1611-04-16", "", "", "16to Aprilis /."
"SRO5789", "1611-04-16", "", "", "16to Aprilis"
"SRO5790", "1611-04-20", "", "", "20mo Aprilis. 1611"
"SRO5791", "1611-04-20", "", "", "20mo Aprilis. 1611"
"SRO5792", "1611-04-20", "", "", "20mo Aprilis. 1611"
"SRO5793", "1611-04-22", "", "", "22do Aprilis"
"SRO5794", "1611-04-23", "", "", "23o Aprilis."
"SRO5795", "1611-04-23", "", "", "23o Aprilis."
"SRO5796", "1611-05-04", "", "", "4to Maij"
"SRO5797", "1611-05-17", "", "", "17mo Maij"
"SRO5798", "1611-05-17", "", "", "17mo Maij"
"SRO5799", "1611-05-18", "", "", "18to Maij 1611"
"SRO5800", "1611-05-20", "", "", "20mo Maij"
"SRO5801", "1611-05-23", "", "", "23o Maij:"
"SRO5802", "1611-06-06", "", "", "6to Junij"
"SRO5803", "1611-06-06", "", "", "6to Junij"
"SRO5804", "1611-06-07", "", "", "7mo Junij"
"SRO5805", "1611-06-07", "", "", "7mo Junij"
"SRO5806", "1611-06-15", "", "", "15to Junij"
"SRO5807", "1611-06-26", "", "", "26to Junij /."
"SRO5808", "1611-06-27", "", "", "27mo Junij 1611"
"SRO5809", "1611-06-27", "", "", "27mo Junij 1611"
"SRO5810", "1611-06-28", "", "", "28uo Junij"
"SRO5811", "1611-06-28", "", "", "28uo Junij"
"SRO5812", "1611-07-01", "", "", "Primo Julij /."
"SRO5813", "1611-07-02", "", "", "2do Julij /."
"SRO5814", "1611-07-06", "", "", "6to Julij 1611"
"SRO5815", "1611-07-15", "", "", "15to Julij /."
"SRO5816", "1611-07-18", "", "", "18uo Julij 1611"
"SRO5817", "1611-07-18", "", "", "18uo Julij 1611"
"SRO5818", "1611-08-06", "", "", "6to Augusti /."
"SRO5819", "1611-08-07", "", "", "7mo Augusti"
"SRO5820", "1611-08-09", "", "", "9no Augusti"
"SRO5821", "1611-08-09", "", "", "9no Augusti"
"SRO5822", "1611-08-12", "", "", "12mo Augusti 1611"
"SRO5823", "1611-08-16", "", "", "16to Augusti /."
"SRO5824", "1611-08-16", "", "", "16to Augusti /."
"SRO5825", "1611-08-20", "", "", "20mo Augusti"
"SRO5826", "1611-08-20", "", "", "20mo Augusti"
"SRO5827", "1611-08-21", "", "", "21mo Augusti"
"SRO5828", "1611-08-24", "", "", "24to Augusti /. 1611"
"SRO5829", "1611-08-26", "", "", "26to Augusti"
"SRO5830", "1611-08-27", "", "", "27mo Augusti"
"SRO5831", "1611-09-03", "", "", "3o Septembris /."
"SRO5832", "1611-09-03", "", "", "3o Septembris /."
"SRO5833", "1611-09-07", "", "", "7mo Septembris 1611 /."
"SRO5834", "1611-09-11", "", "", "11mo Septembris."
"SRO5835", "1611-09-11", "", "", "11 Septembris 1611/."
"SRO5837", "1611-09-14", "", "", "14to Septembris / 1611"
"SRO5838", "1611-09-19", "", "", "19to Septembris"
"SRO5839", "1611-09-20", "", "", "20mo Septembris"
"SRO5840", "1611-09-23", "", "", "23o Septembris"
"SRO5841", "1611-09-27", "", "", "27mo Septembris"
"SRO5842", "1611-09-27", "", "", "27mo Septembris"
"SRO5843", "1611-09-28", "", "", "28no Septembris 1611"
"SRO5844", "1611-10-04", "", "", "4to Octobris."
"SRO5845", "1611-10-10", "", "", "10mo Octobris /."
"SRO5846", "1611-10-10", "", "", "eodem 10mo Octobris 1611"
"SRO5847", "1611-10-12", "", "", "12mo Octobris."
"SRO5848", "1611-10-14", "", "", "14to Octobris."
"SRO5849", "1611-10-14", "", "", "14to Octobris."
"SRO5850", "1611-10-14", "", "", "14to Octobris."
"SRO5851", "1611-10-14", "", "", "14to Octobris."
"SRO5852", "1611-10-14", "", "", "14to Octobris."
"SRO5853", "1611-10-16", "", "", "16to Octobris 1611"
"SRO5854", "1611-10-17", "", "", "17mo Octobris."
"SRO5855", "1611-10-24", "", "", "24to Octobris"
"SRO5856", "1611-10-28", "", "", "28no Octobris."
"SRO5857", "1611-10-28", "", "", "eodem 28no Octobris."
"SRO5858", "1611-10-30", "", "", "30mo Octobris"
"SRO5859", "1611-11-04", "", "", "4to Novembris"
"SRO5860", "1611-11-04", "", "", "eodem 4to Nouembris 1611"
"SRO5861", "1611-11-19", "", "", "19no Nouembris"
"SRO5862", "1611-11-19", "", "", "eodem 19no Nouembris"
"SRO5863", "1611-11-20", "", "", "20mo Nouembris"
"SRO5864", "1611-11-23", "", "", "23o Nouembris."
"SRO5865", "1611-11-27", "", "", "27mo Nouembris"
"SRO5866", "1611-12-02", "", "", "2do Decembris"
"SRO5867", "1611-12-02", "", "", "2do Decembris"
"SRO5868", "1611-12-06", "", "", "6to Decembris 1611"
"SRO5869", "1611-12-07", "", "", "7mo Decembris"
"SRO5870", "1611-12-09", "", "", "9no Decembris"
"SRO5871", "1611-12-09", "", "", "9no Decembris"
"SRO5872", "1611-12-09", "", "", "9no Decembris"
"SRO5873", "1611-12-13", "", "", "13o Decembris 1611"
"SRO5874", "1611-12-13", "", "", "13o Decembris 1611"
"SRO5875", "1611-12-14", "", "", "14to Decembris"
"SRO5876", "1611-12-16", "", "", "16to Decembris"
"SRO5877", "1611-12-16", "", "", "16to Decembris"
"SRO5878", "1611-12-24", "", "", "24to Decembris. 1611"
"SRO5879", "1611-12-26", "", "", "26to Decembris"
"SRO5880", "1612-01-07", "", "", "7mo Januarij 1611. i.e. 1612"
"SRO5881", "1612-01-07", "", "", "7mo Januarij 1611. i.e. 1612"
"SRO5882", "1612-01-07", "", "", "7mo Januarij 1611. i.e. 1612"
"SRO5883", "1612-01-08", "", "", "8uo Januarij"
"SRO5884", "1612-01-09", "", "", "9no Januarij 1611. i.e. 1612"
"SRO5885", "1612-01-09", "", "", "9no Januarij 1611. i.e. 1612"
"SRO5886", "1612-01-13", "", "", "13o Januarij."
"SRO5887", "1612-01-16", "", "", "16to Januarij."
"SRO5888", "1612-01-16", "", "", "16to Januarij."
"SRO5889", "1612-01-16", "", "", "16to Januarij."
"SRO5890", "1612-01-17", "", "", "17mo Januarij"
"SRO5891", "1612-01-20", "", "", "20mo Januarij"
"SRO5892", "1612-01-20", "", "", "20mo Januarij"
"SRO5893", "1612-01-21", "", "", "21mo Januarij."
"SRO5894", "1612-01-22", "", "", "22do Januarij /."
"SRO5895", "1612-01-24", "", "", "24to Januarij /."
"SRO5896", "1612-01-24", "", "", "24to Januarij /."
"SRO5897", "1612-02-01", "", "", "Primo Februarij."
"SRO5898", "1612-02-06", "", "", "6to Februarij."
"SRO5899", "1612-02-07", "", "", "7mo Februarij"
"SRO5900", "1612-02-07", "", "", "7to Februarij 1612"
"SRO5901", "1612-02-10", "", "", "10mo Februarij."
"SRO5902", "1612-02-11", "", "", "11mo Februarij."
"SRO5903", "1612-02-13", "", "", "13o Februarij."
"SRO5904", "1612-02-13", "", "", "13o Februarij."
"SRO5905", "1612-02-15", "", "", "15to Februarij."
"SRO5906", "1612-02-15", "", "", "15to Februarij."
"SRO5907", "1612-02-17", "", "", "17mo Februarij. 1612"
"SRO5908", "1612-02-18", "", "", "18uo Februarij."
"SRO5909", "1612-02-18", "", "", "18uo Februarij."
"SRO5910", "1612-02-24", "", "", "24to Februarij"
"SRO5911", "1612-02-26", "", "", "26to Februarij"
"SRO5912", "1612-03-05", "", "", "5to Marcij"
"SRO5913", "1612-03-09", "", "", "9no Marcij. 1612"
"SRO5914", "1612-03-09", "", "", "9no Marcij. 1612"
"SRO5915", "1612-03-12", "", "", "12mo Marcij."
"SRO5916", "1612-03-13", "", "", "13o. Marcij."
"SRO5917", "1612-03-16", "", "", "16to. Marcij"
"SRO5918", "1612-03-17", "", "", "17mo Marcij"
"SRO5919", "1612-03-19", "", "", "19no. Marcij 1612"
"SRO5920", "1612-03-20", "", "", "20mo Marcij :"
"SRO5921", "1612-03-21", "", "", "21mo Marcij"
"SRO5922", "1612-03-23", "", "", "23o Marcij"
"SRO5923", "1612-04-09", "", "", "9no Aprilis 1612: 10mo Regis Jacobi."
"SRO5924", "1612-04-09", "", "", "9no Aprilis 1612: 10mo Regis Jacobi."
"SRO5925", "1612-04-13", "", "", "13o Aprilis"
"SRO5926", "1612-04-16", "", "", "16to Aprilis 1612"
"SRO5927", "1612-04-17", "", "", "17mo Aprilis /"
"SRO5928", "1612-04-20", "", "", "20mo Aprilis /"
"SRO5929", "1612-04-20", "", "", "20mo Aprilis /"
"SRO5930", "1612-04-20", "", "", "20mo Aprilis /"
"SRO5931", "1612-04-20", "", "", "20mo Aprilis /"
"SRO5932", "1612-04-21", "", "", "21mo Aprilis /"
"SRO5933", "1612-04-21", "", "", "21mo Aprilis /"
"SRO5934", "1612-04-22", "", "", "22to Aprilis. 1612"
"SRO5935", "1612-04-23", "", "", "23o Aprilis"
"SRO5936", "1612-04-27", "", "", "27mo Aprilis"
"SRO5937", "1612-04-27", "", "", "27mo Aprilis. 1612"
"SRO5938", "1612-04-28", "", "", "28uo Aprilis."
"SRO5939", "1612-04-29", "", "", "29no Aprilis. 1612"
"SRO5940", "1612-04-30", "", "", "Vltimo Aprilis"
"SRO5941", "1612-05-01", "", "", "Primo Maij."
"SRO5942", "1612-05-01", "", "", "Primo Maij."
"SRO5943", "1612-05-09", "", "", "9 Maij"
"SRO5944", "1612-05-09", "", "", "9 Maij"
"SRO5945", "1612-05-09", "", "", "9no Maij."
"SRO5946", "1612-05-12", "", "", "12mo Maij 1612"
"SRO5947", "1612-05-15", "", "", "15to Maij"
"SRO5948", "1612-05-15", "", "", "15to Maij"
"SRO5949", "1612-05-15", "", "", "15to Maij"
"SRO5950", "1612-05-16", "", "", "16to Maij."
"SRO5951", "1612-05-19", "", "", "19no Maij."
"SRO5952", "1612-05-22", "", "", "22 Maij"
"SRO5953", "1612-05-22", "", "", "22 Maij"
"SRO5954", "1612-05-23", "", "", "23o Maij 1612"
"SRO5955", "1612-05-25", "", "", "25to Maij"
"SRO5956", "1612-05-27", "", "", "27mo Maij."
"SRO5957", "1612-05-27", "", "", "27mo Maij."
"SRO5958", "1612-05-27", "", "", "27mo Maij."
"SRO5959", "1612-06-04", "", "", "4to Junij."
"SRO5960", "1612-06-09", "", "", "9no Junij 1612"
"SRO5961", "1612-06-15", "", "", "15to Junij"
"SRO5962", "1612-06-17", "", "", "17mo Junij"
"SRO5963", "1612-06-22", "", "", "22do Junij."
"SRO5964", "1612-06-22", "", "", "22do Junij."
"SRO5965", "1612-06-23", "", "", "23o Junij 1612"
"SRO5966", "1612-06-23", "", "", "23o Junij 1612"
"SRO5967", "1612-06-23", "", "", "23o Junij 1612"
